Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),cover (%),Canopy width (avg in m),Area (m2),biomass_kg/m2,Notes,mort_status,veg_type,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,3,GRCA,central,,A,32,64,23,,0.435,0.1486,0.0380,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,4,STPU,central,SD,A,9,23.5,23,,0.2325,0.0425,0.0031,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,5,LEGI,central,,A,19,31,15,,0.23,0.0415,0.0142,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,6,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,7,BRCA,central,,A,42,19,16.5,,0.1775,0.0247,0.0083,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,8,SAAP,central,,A,20,26,12,,0.19,0.0284,0.0102,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,B,9,ISME,central,,A,37,17,9,,0.13,0.0133,0.0088,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,1,SPAM,south,,A,37,20,18,,0.19,0.0284,0.0084,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,2,SPAM,south,,A,31,18,15,,0.165,0.0214,0.0053,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,3,BOBA,central,,A,44,42,38,,0.4,0.1257,0.0442,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,4,ENCA,central,,A,14,13,5,,0.09,0.0064,0.0016,barely alive,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,5,ENCA,central,,A,13.5,36.5,9,,0.2275,0.0406,0.0099,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,6,COFI,central,,D,,,,,0,0.0000,0.0000,might resprout,0,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,7,COFI,central,,A,8,4,3,,0.035,0.0010,0.0001,barely alive,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,8,SAAP,south,,A,51,30,23,,0.265,0.0552,0.0506,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,C,9,ISME,central,,A,19,24,18,,0.21,0.0346,0.0118,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,1,EUMI,south,,A,38,28,17,,0.225,0.0398,0.0272,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,2,HEWH,central,,A,18,29,27.5,,0.2825,0.0627,0.0203,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,3,ARCA,central,,A,10,10.5,9,,0.0975,0.0075,0.0013,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,4,BAPI,central,,A,37.5,25,18,,0.215,0.0363,0.0245,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,5,LYCA,south,,A,25,35,23,,0.29,0.0661,0.0297,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,6,HEWH,central,,A,15,27,24,,0.255,0.0511,0.0138,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,7,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,8,ACGL,central,,A,17,34,21,,0.275,0.0594,0.0182,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,D,9,ACGL,central,,A,20,22,22,,0.22,0.0380,0.0137,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,1,ISME,central,,A,40,14,8,,0.11,0.0095,0.0068,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,2,ISME,central,,A,22,16.5,11,,0.1375,0.0148,0.0059,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,3,AGSH,south,,A,16,16,14,,0.15,0.0177,0.0051,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,4,STPU,central,,D,,,,,0,0.0000,0.0000,,0,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,5,BEEM,south,,A,14,7.5,6,,0.0675,0.0036,0.0009,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,6,BEEM,south,,A,16,9,5,,0.07,0.0038,0.0011,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,7,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,8,ACGL,central,,A,19.5,33,27,,0.3,0.0707,0.0248,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,E,9,SPAM,south,,A,28,17,15,,0.16,0.0201,0.0045,barely alive,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,1,LECO,central,,A,15,12,8,,0.1,0.0079,0.0009,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,2,ARCA,central,,A,6,13,8.5,,0.1075,0.0091,0.0010,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,3,STPU,central,,A,18,20,9,,0.145,0.0165,0.0024,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,4,ATPU,central,,A,3,7,2,,0.045,0.0016,0.0001,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,5,AMFR,south,,A,62,33,11,,0.22,0.0380,0.0424,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,6,SODO,central,,A,12,10,8.5,,0.0925,0.0067,0.0006,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,7,AGSH,south,,A,13.5,14,13,,0.135,0.0143,0.0035,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,8,LYCA,south,,A,27,27,17,,0.22,0.0380,0.0185,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,F,9,SPAM,south,,A,23,23,17,,0.2,0.0314,0.0058,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,1,LECO,central,,A,19,19.5,17,,0.1825,0.0262,0.0040,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,2,LECO,central,,A,13,21,15,,0.18,0.0254,0.0026,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,3,BOBA,central,,A,40,3,29,,0.16,0.0201,0.0064,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,4,PEAR,south,,A,16,26,8.5,,0.1725,0.0234,0.0067,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,5,PEAR,south,,A,45,13,8,,0.105,0.0087,0.0070,barely alive,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,6,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,7,BAPI,central,,A,31,14,14,,0.14,0.0154,0.0086,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,8,EUMI,south,,A,30.5,27,15.5,,0.2125,0.0355,0.0195,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,G,9,BRCA,central,,A,41,24,10,,0.17,0.0227,0.0074,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,1,ERFA,central,,A,15,16,14,,0.15,0.0177,0.0048,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,2,ATLE,central,,A,29,12,8,,0.1,0.0079,0.0041,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,3,BAPI,central,,A,54,19,20,,0.195,0.0299,0.0290,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,4,SODO,central,,A,19,14,10,,0.12,0.0113,0.0017,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,5,CAMA,central,,A,33,19,23,,0.21,0.0346,0.0091,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,6,EPCA,central,SD,A,18,21,21,,0.21,0.0346,0.0050,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,7,EPCA,central,SB,A,8,11,7,,0.09,0.0064,0.0004,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,8,ERFA,central,,A,17,23,20,,0.215,0.0363,0.0111,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,H,9,ERFA,central,,A,18,22,21,,0.215,0.0363,0.0118,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,1,ERFA,central,,A,13,20,15,,0.175,0.0241,0.0056,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,2,COFI,central,,A,10,20,11,,0.155,0.0189,0.0015,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,3,COFI,central,,A,15,9,3,,0.06,0.0028,0.0003,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,4,BEEM,south,,A,21,10,6,,0.08,0.0050,0.0019,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,5,AGSH,south,,A,18,17,16,,0.165,0.0214,0.0069,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,6,ARCA,central,,A,7,13,8.5,,0.1075,0.0091,0.0011,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,7,RHIN,central,,A,21,18,8,,0.13,0.0133,0.0050,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,8,RHIN,central,,A,22,12.5,10,,0.1125,0.0099,0.0039,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,I,9,ATLE,central,,A,18,9,7,,0.08,0.0050,0.0016,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,1,LECO,central,,A,24,28,14,,0.21,0.0346,0.0066,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,2,LECO,central,,A,9,6,2,,0.04,0.0013,0.0001,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,3,ENCA,central,,A,19,27,11,,0.19,0.0284,0.0097,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,4,EUMI,south,,A,18,36,8,,0.22,0.0380,0.0123,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,5,BEEM,south,,A,19,5,4,,0.045,0.0016,0.0005,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,6,BAPI,central,,A,38,15,14,,0.145,0.0165,0.0113,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,7,AGSH,south,,A,17,19.5,17.5,,0.185,0.0269,0.0082,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,8,RHIN,central,,A,25,16,7,,0.115,0.0104,0.0047,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,J,9,BAPI,central,,A,43,22,13,,0.175,0.0241,0.0186,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,1,SAAP,central,,A,50,32,19,,0.255,0.0511,0.0460,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,2,ENCA,central,,A,24,16,13,,0.145,0.0165,0.0071,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,3,ENCA,central,,A,12,9,7,,0.08,0.0050,0.0011,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,4,LYCA,south,,A,26.5,31,21,,0.26,0.0531,0.0253,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,5,BRCA,central,,A,48,25,17,,0.21,0.0346,0.0133,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,6,HEWH,central,,A,23,43,40,,0.415,0.1353,0.0560,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,7,LYCA,south,,A,26,27,16,,0.215,0.0363,0.0170,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,8,LEGI,central,,A,22,20,19,,0.195,0.0299,0.0118,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,K,9,LYCA,south,,A,35,43,26,,0.345,0.0935,0.0589,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,1,SAAP,central,,A,33,33,21,,0.27,0.0573,0.0340,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,2,BAPI,central,,A,52,28,15,,0.215,0.0363,0.0340,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,3,STPU,central,,A,6,9,5,,0.07,0.0038,0.0002,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,4,LYCA,south,,A,28,33,27,,0.3,0.0707,0.0356,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,5,SODO,central,,A,24,20,13,,0.165,0.0214,0.0041,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,6,BAPI,central,,A,46,17,12,,0.145,0.0165,0.0137,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,7,PEAR,south,,A,49,18,10,,0.14,0.0154,0.0136,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,8,BOBA,south,,A,46,33,30,,0.315,0.0779,0.0287,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,L,9,EUMI,south,,A,19,23,14,,0.185,0.0269,0.0092,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,1,ACGL,central,,A,18,22,15,,0.185,0.0269,0.0087,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,2,HEWH,central,,A,20,29,29,,0.29,0.0661,0.0238,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,3,ISME,central,,A,23,17,9,,0.13,0.0133,0.0055,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,4,STPU,central,,A,5.5,6,4,,0.05,0.0020,0.0001,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,5,BOBA,central,,A,52,41,38,,0.395,0.1225,0.0510,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,6,STPU,central,,A,17,20,19,,0.195,0.0299,0.0041,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,7,PEAR,south,,A,60,23,17,,0.2,0.0314,0.0339,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,8,ARCA,central,,A,16,11,10.5,,0.1075,0.0091,0.0026,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,M,9,BRCA,central,,A,20,16.5,11,,0.1375,0.0148,0.0024,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,1,ACGL,central,,A,14,14,13.5,,0.1375,0.0148,0.0037,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,2,ACGL,central,,A,24,60,29,,0.445,0.1555,0.0672,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,3,ISME,central,,A,34,24,18,,0.21,0.0346,0.0212,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,4,AMFR,south,,A,42,43,26,,0.345,0.0935,0.0707,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,5,GRCA,central,,A,35.5,21,19,,0.2,0.0314,0.0089,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,6,STPU,central,,A,14,24,5,,0.145,0.0165,0.0018,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,7,STPU,central,,A,11,11.5,9,,0.1025,0.0083,0.0007,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,8,LECO,central,,A,33,30,30,,0.3,0.0707,0.0187,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,N,9,LECO,central,,A,26,40,34,,0.37,0.1075,0.0224,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,1,BRCA,central,,A,20,18,9,,0.135,0.0143,0.0023,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,2,ARCA,central,,A,16,20,15,,0.175,0.0241,0.0069,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,3,STPU,central,,A,14.5,27,26,,0.265,0.0552,0.0064,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,4,ERFA,central,,A,13,12,14,,0.13,0.0133,0.0031,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,5,ERFA,central,,A,19,25,17,,0.21,0.0346,0.0118,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,6,STPU,central,,A,9,11,8,,0.095,0.0071,0.0005,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,7,ENCA,central,,A,22,20,11,,0.155,0.0189,0.0075,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,8,ENCA,central,,A,24,22,11,,0.165,0.0214,0.0092,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,O,9,SODO,central,,A,16,16,9,,0.125,0.0123,0.0016,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,1,STPU,central,IRV,A,28,36,22,,0.29,0.0661,0.0148,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,2,HEWH,central,,A,29,36,35,,0.355,0.0990,0.0517,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,3,STPU,central,,A,7.5,15,7,,0.11,0.0095,0.0006,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,4,BEEM,south,,A,16,6,6,,0.06,0.0028,0.0008,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,5,BEEM,south,,A,16,7.6,7,,0.073,0.0042,0.0012,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,6,COFI,central,,A,7,14,9,,0.115,0.0104,0.0006,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,7,HEWH,central,,A,19,34,32,,0.33,0.0855,0.0293,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,8,BRCA,central,,A,21,10,9,,0.095,0.0071,0.0012,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,P,9,SAAP,central,,A,31,45,19,,0.32,0.0804,0.0449,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,1,STPU,central,SD,A,16,28,24,,0.26,0.0531,0.0068,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,2,STPU,central,SB,A,28,27,36,,0.315,0.0779,0.0175,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,3,AGSH,south,,A,19,22,17,,0.195,0.0299,0.0102,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,4,LYCA,south,,A,26,37,21,,0.29,0.0661,0.0309,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,5,EUMI,south,,A,27,16,12,,0.14,0.0154,0.0075,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,6,COFI,central,,A,3,4,4,,0.04,0.0013,0.0000,BARELY ALIVE,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,7,AGSH,south,,A,17,19,18,,0.185,0.0269,0.0082,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,8,LYCA,south,,A,38,22,20,,0.21,0.0346,0.0237,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,Q,9,SAAP,central,,A,30,34,27,,0.305,0.0731,0.0395,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,1,LEGI,central,,D,,,,,0,0.0000,0.0000,EATEN?,0,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,2,N/A,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,3,EPCA,central,SB,A,8,8,7,,0.075,0.0044,0.0003,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,4,ATLE,central,,A,18,10,8,,0.09,0.0064,0.0021,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,5,BOBA,central,,A,35,38,23,,0.305,0.0731,0.0205,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,6,SPAM,central,,A,36,16,13,,0.145,0.0165,0.0048,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,7,N/A,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,8,STPU,central,,A,14,21,11,,0.16,0.0201,0.0023,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,R,9,STPU,central,,A,7,10,4,,0.07,0.0038,0.0002,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,1,BAPI,central,,A,53,21,20,,0.205,0.0330,0.0315,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,2,BOBA,central,,A,50,48,59,,0.535,0.2248,0.0899,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,3,EPCA,central,SD,A,24,26,14,,0.2,0.0314,0.0060,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,4,EMPTY,,,A,,,,,0,0.0000,0.0000,,1,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,5,SPAM,south,,A,35,22,14.5,,0.1825,0.0262,0.0073,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,6,SPAM,south,,A,22,20,15,,0.175,0.0241,0.0042,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,7,EMPTY,,,,,,,,0,0.0000,0.0000,,,shrubs,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,8,BOBA,central,,A,54,32,29,,0.305,0.0731,0.0316,,1,herb,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,B,S,9,BAPI,central,,A,35,21,18,,0.195,0.0299,0.0188,,1,shrubs,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,1,BAPI,central,,A,37,22,14,,0.18,0.0254,0.0169,,1,shrubs,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,2,LYCA,south,,A,27,37,18,,0.275,0.0594,0.0289,,1,shrubs,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,3,GRCA,central,,A,54,32,22,,0.27,0.0573,0.0247,,1,herb,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,4,STPU,central,SD,A,16,21,13,,0.17,0.0227,0.0029,,1,herb,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,5,STPU,central,SB,A,15,21,20,,0.205,0.0330,0.0040,,1,herb,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,6,ARCA,central,,A,11,15,11.5,,0.1325,0.0138,0.0027,,1,shrubs,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,7,EUMI,south,,A,18,36.5,14,,0.2525,0.0501,0.0162,,1,shrubs,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,8,LYCA,south,,A,30,49.5,31.5,,0.405,0.1288,0.0696,,1,shrubs,,,,
2024-02-15,N.Brehm & K. Etter,tarp,C,A,9,BAPI,central,,A,39,17,14,,0.155,0.0189,0.0132,,1,shrubs,,,,
