Date,Data collector,treatment,Plot ID,Column,Row,Species ID,region,Province Info,Mortality Status,Height(cm),Width1 (cm) (widest diameter),Width2 (cm) (perpendicular to W1 measurement),cover (%),Canopy (avg),Area (m2),biomass_kg/m2,Notes,mort_status,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,E,4,STPU,central,,D,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,E,5,BEEM,south,,A,18.5,6,4,,0.05,0.002,0.0007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,E,6,BEEM,south,,A,20,10,6,,0.08,0.005,0.0018,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,E,7,BOBA,central,,A,38,31,25,,0.28,0.0616,0.0421,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,E,8,ACGL,central,,A,19,20,15,,0.175,0.0241,0.0082,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,E,9,LEGI,central,,A,24,22,17,,0.195,0.0299,0.0129,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,1,LECO,central,,A,26,35,20,,0.275,0.0594,0.0278,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,2,ARCA,central,,A,17,14,12,,0.13,0.0133,0.0041,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,3,STPU,central,,A,8,5.5,4,,0.0475,0.0018,0.0003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,4,STPU,central,,A,6,6,3,,0.045,0.0016,0.0002,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,5,AMFR,south,,A,53,25,9,,0.17,0.0227,0.0217,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,6,SODO,central,,A,17,12.5,10,,0.1125,0.0099,0.003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,7,AGSH,south,,A,17,22,21,,0.215,0.0363,0.0111,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,8,LYCA,south,,A,17,18,14,,0.16,0.0201,0.0062,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,F,9,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,1,LECO,central,,A,44,30,20,,0.25,0.0491,0.0389,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,2,LECO,central,,A,18,12,7,,0.095,0.0071,0.0023,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,3,BOBA,central,,A,41,49,13,,0.31,0.0755,0.0557,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,4,PEAR,south,,A,58,20,10,,0.15,0.0177,0.0184,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,5,SAAP,central,,A,40,28,15,,0.215,0.0363,0.0261,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,6,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,7,BAPI,central,,A,46,23,20,,0.215,0.0363,0.0301,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,8,EUMI,south,,A,30,13,11,,0.12,0.0113,0.0061,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,G,9,BRCA,central,,A,25,27,13,,0.2,0.0314,0.0141,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,1,ERFA,central,,A,12.5,15,13,,0.14,0.0154,0.0035,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,2,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,3,BAPI,central,,A,18,12,9,,0.105,0.0087,0.0028,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,4,PEAR,south,,A,50,21,12,,0.165,0.0214,0.0192,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,5,CAMA,central,,A,26,58,30,,0.44,0.152,0.0712,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,6,EPCA,central,SB,A,11,18,5,,0.115,0.0104,0.0021,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,7,EPCA,central,SD,A,13,39,16,,0.275,0.0594,0.0139,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,8,ERFA,central,,A,12,23,20,,0.215,0.0363,0.0078,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,H,9,ERFA,central,,A,14,24,16,,0.2,0.0314,0.0079,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,1,ERFA,central,,A,11,17,13,,0.15,0.0177,0.0035,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,2,COFI,central,,A,12,18,11,,0.145,0.0165,0.0036,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,3,COFI,central,,A,5.5,14,6,,0.1,0.0079,0.0008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,4,BEEM,south,,A,15,7,5,,0.06,0.0028,0.0008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,5,BEEM,south,,A,14,6,6,,0.06,0.0028,0.0007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,6,ARCA,central,,A,14,16,13,,0.145,0.0165,0.0042,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,7,STPU,central,IRV,A,24,33,3,,0.18,0.0254,0.011,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,8,STPU,central,SD,A,23,30,20,,0.25,0.0491,0.0203,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,I,9,ATLE,central,,A,24,6,3.5,,0.0475,0.0018,0.0008,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,1,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,2,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,3,STPU,central,,A,8,4,1.5,,0.0275,0.0006,0.0001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,4,EUMI,south,,A,31,24,14,,0.19,0.0284,0.0158,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,5,STPU,central,SB,A,18,30,27,,0.285,0.0638,0.0207,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,6,AGSH,south,,A,11,16,10,,0.13,0.0133,0.0026,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,7,STPU,central,SB,A,15,15,14,,0.145,0.0165,0.0045,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,8,SPAM,south,,A,30,27.5,24,,0.2575,0.0521,0.0281,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,J,9,BAPI,central,,A,36.5,17,15,,0.16,0.0201,0.0132,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,1,SAAP,central,,A,43,34,39,,0.365,0.1046,0.081,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,2,ENCA,central,,A,23,10.5,6,,0.0825,0.0053,0.0022,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,3,ENCA,central,,A,16,21,18,,0.195,0.0299,0.0086,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,4,LYCA,south,,A,17,17,17,,0.17,0.0227,0.0069,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,5,BRCA,central,,A,38,28,20,,0.24,0.0452,0.0309,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,6,HEWH,central,,A,18,34,30,,0.32,0.0804,0.0261,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,7,LYCA,south,,A,18,22,20,,0.21,0.0346,0.0112,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,8,SPAM,south,,A,43,34,21,,0.275,0.0594,0.046,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,K,9,LYCA,south,,A,19,23,18,,0.205,0.033,0.0113,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,1,SAAP,central,,A,33,34.5,23,,0.2875,0.0649,0.0386,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,2,BAPI,central,,A,47,23,19,,0.21,0.0346,0.0293,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,3,AGSH,south,,A,12,13,11,,0.12,0.0113,0.0024,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,4,LYCA,south,,A,20,49,16,,0.325,0.083,0.0299,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,5,SODO,central,,A,24,11,10,,0.105,0.0087,0.0037,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,6,BAPI,central,,A,43,19,15,,0.17,0.0227,0.0176,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,7,PEAR,south,,A,60,22,19,,0.205,0.033,0.0356,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,8,BOBA,central,,A,47,35,24,,0.295,0.0683,0.0578,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,L,9,EUMI,south,,A,31,19,13,,0.16,0.0201,0.0112,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,1,ACGL,central,,A,36,42,30,,0.36,0.1018,0.066,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,2,HEWH,central,,A,15,30.5,26,,0.2825,0.0627,0.0169,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,3,ISME,central,,A,24,18,16,,0.17,0.0227,0.0098,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,4,AGSH,south,,A,5,4,5,,0.045,0.0016,0.0001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,5,BOBA,central,,A,40,23,30,,0.265,0.0552,0.0397,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,6,STPU,central,,A,1.5,2,1,,0.015,0.0002,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,7,PEAR,south,,A,53,27,26,,0.265,0.0552,0.0526,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,8,LECO,central,,A,31,31,25,,0.28,0.0616,0.0344,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,M,9,COFI,central,,A,7,13,11,,0.12,0.0113,0.0014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,1,AGSH,south,,A,10,10,9,,0.095,0.0071,0.0013,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,2,ACGL,central,,A,10.5,17,11,,0.14,0.0154,0.0029,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,3,ISME,central,,A,26,18,16,,0.17,0.0227,0.0106,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,4,AMFR,south,,A,50,21,20,,0.205,0.033,0.0297,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,5,STPU,central,,A,5.5,5.5,9,,0.0725,0.0041,0.0004,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,6,STPU,central,,D,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,7,STPU,central,,A,12,10,6,,0.08,0.005,0.0011,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,8,LECO,central,,A,33.5,32,14,,0.23,0.0415,0.0251,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,N,9,LECO,central,,A,43,28,12.5,,0.2025,0.0322,0.0249,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,1,EPCA,central,SB,A,21,30.5,20,,0.2525,0.0501,0.0189,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,2,EPCA,central,SD,A,8.5,17,12.5,,0.1475,0.0171,0.0026,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,3,ARCA,central,,A,13.5,11,11.5,,0.1125,0.0099,0.0024,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,4,ERFA,central,,A,14,24,20,,0.22,0.038,0.0096,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,5,ERFA,central,,A,15,25,24,,0.245,0.0471,0.0127,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,6,STPU,central,,A,9,9,5,,0.07,0.0038,0.0006,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,7,ENCA,central,,A,14.5,19,13,,0.16,0.0201,0.0052,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,8,ENCA,central,,A,14.5,22,16,,0.19,0.0284,0.0074,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,O,9,SODO,central,,A,26,15,11,,0.13,0.0133,0.0062,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,1,STPU,central,SD,A,19,27,25,,0.26,0.0531,0.0182,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,2,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,3,HEWH,central,,A,15,21,15.5,,0.1825,0.0262,0.0071,barely alive,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,4,BEEM,south,,A,14,5,5,,0.05,0.002,0.0005,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,5,BEEM,south,,A,16,8,6,,0.07,0.0038,0.0011,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,6,COFI,central,,A,5,11,9,,0.1,0.0079,0.0007,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,7,HEWH,central,,A,29,50,42,,0.46,0.1662,0.0867,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,8,BRCA,central,,A,46,29,10,,0.195,0.0299,0.0247,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,P,9,SAAP,central,,A,45,35,33,,0.34,0.0908,0.0735,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,1,STPU,central,IRV,A,23,28,28,,0.28,0.0616,0.0255,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,2,STPU,central,SB,A,16.5,24,20,,0.22,0.038,0.0113,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,3,AGSH,central,,A,8,12,11,,0.115,0.0104,0.0015,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,4,LYCA,central,,A,19.5,20,15,,0.175,0.0241,0.0084,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,5,EUMI,south,,A,32,23,12,,0.175,0.0241,0.0139,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,6,COFI,central,,A,10.5,18,17,,0.175,0.0241,0.0045,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,7,AGSH,south,,A,24,33,23,,0.28,0.0616,0.0266,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,8,LYCA,south,,A,14,17.5,15,,0.1625,0.0207,0.0052,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,Q,9,SAAP,central,,A,35,34,33,,0.335,0.0881,0.0555,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,1,LEGI,central,,A,24,28,26,,0.27,0.0573,0.0247,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,2,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,3,ARCA,central,,A,12,18,15,,0.165,0.0214,0.0046,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,4,EMPTY,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,5,GRCA,central,,A,17,25,19,,0.22,0.038,0.0116,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,6,BRCA,central,,A,41,31,16,,0.235,0.0434,0.032,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,7,RHIN,central,,A,29,27,18,,0.225,0.0398,0.0208,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,8,STPU,central,,A,9,6,4,,0.05,0.002,0.0003,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,R,9,STPU,central,,A,4,3.5,2.5,,0.03,0.0007,0.0001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,1,BAPI,central,,A,49,26,26,,0.26,0.0531,0.0468,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,2,BOBA,central,,A,60,39,29,,0.34,0.0908,0.0981,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,3,STPU,central,,A,10,8,5,,0.065,0.0033,0.0006,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,4,STPU,central,,A,8,4,3,,0.035,0.001,0.0001,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,5,SPAM,south,,A,23,15,14,,0.145,0.0165,0.0068,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,6,SPAM,south,,A,41,31,21,,0.26,0.0531,0.0392,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,7,RHIN,central,,A,19,17,14,,0.155,0.0189,0.0065,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,8,RHIN,central,,A,20,9,9,,0.09,0.0064,0.0023,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,"C. Shepherd, B. DeLira, M Pratt ",mulch,D,S,9,BAPI,central,,A,44,17,13,,0.15,0.0177,0.014,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,N.Brehm & K. Etter,mulch,E,A,1,BAPI,central,,A,36,30,18,,0.24,0.0452,0.0293,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,N.Brehm & K. Etter,mulch,E,A,2,LYCA,south,,A,35,25,18,,0.215,0.0363,0.0229,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,N.Brehm & K. Etter,mulch,E,A,3,GRCA,central,,A,20,17,16,,0.165,0.0214,0.0077,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,N.Brehm & K. Etter,mulch,E,A,4,STPU,central,SB,A,11,20,15,,0.175,0.0241,0.0048,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,N.Brehm & K. Etter,mulch,E,A,5,STPU,central,IRV,A,24,31,24,,0.275,0.0594,0.0257,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-15,N.Brehm & K. Etter,mulch,E,A,6,ARCA,central,,A,11,12,12,,0.12,0.0113,0.0022,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
